Key,Source,File,Field,ScreenName,ScreenWidth,ScreenHeight,OldTextureResolution,NewTextureResolution
Cockpit/KOLT_console_diagonal_cp,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen2,"2","1",256,1024
ButtonPanel/KOLT_console_wall,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen0,"5","1",256,2560
ButtonPanel/KOLT_console_wall,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen1,"5","2",256,1280
ButtonPanel/KOLT_console_wall,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen2,"5","2",256,1280
Cockpit/KOLT_console_wall_display,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen0,"5","1",256,2560
Cockpit/KOLT_console_wall_display,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen1,"5","2",256,1280
Cockpit/KOLT_console_wall_display,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen2,"5","2",256,1280
Cockpit/KOLT_console_wall_display,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_monitor_screen1,"3","2",256,768
Cockpit/KOLT_console_wall_display,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_monitor_screen2,"3","2",256,768
Cockpit/KOLT_console_wall_cp,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen0,"5","1",256,2560
Cockpit/KOLT_console_wall_cp,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen1,"5","2",256,1280
Cockpit/KOLT_console_wall_cp,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen2,"5","2",256,1280
Cockpit/KOLT_console_stand,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen0,"5","3",256,854
Cockpit/KOLT_console_stand,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen1,"2","3",128,768
Cockpit/KOLT_console_stand,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen2,"2","3",256,768
ButtonPanel/KOLT_console_hang,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen0,"5","2",256,1280
ButtonPanel/KOLT_console_hang,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen1,"5","2",256,1280
Cockpit/KOLT_console_hang_display,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen0,"5","2",256,1280
Cockpit/KOLT_console_hang_display,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen1,"5","2",256,1280
Cockpit/KOLT_console_hang_display,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen2,"5","2",256,1280
Cockpit/KOLT_console_hang_display,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen3,"5","2",256,1280
Cockpit/KOLT_console_hang_display,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen4,"5","2",256,1280
Cockpit/KOLT_console_hang_cp,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen0,"5","2",256,1280
Cockpit/KOLT_console_hang_cp,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen1,"5","2",256,1280
Cockpit/KOLT_console_captain,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen0,"2","5",128,1280
Cockpit/KOLT_console_captain,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen1,"2","5",128,1280
Cockpit/KOLT_console_table,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen0,"3","2",512,768
Cockpit/KOLT_console_table,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen1,"10","1",128,5120
Cockpit/KOLT_console_tower,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,TransparentScreenArea,"3","2",512,768
ButtonPanel/KOLT_ceiling_monitor,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_monitor_screen1,"4","3",512,683
ButtonPanel/KOLT_ceiling_monitor,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_monitor_screen2,"5","4",256,640
ButtonPanel/KOLT_ceiling_monitor,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_monitor_screen3,"3","2",256,768
ButtonPanel/KOLT_ceiling_monitor,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_monitor_screen4,"3","2",256,768
MyProgrammableBlock/KOLT_ceiling_monitor_computer,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_monitor_screen1,"4","3",512,683
MyProgrammableBlock/KOLT_ceiling_monitor_computer,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_monitor_screen2,"5","4",256,640
MyProgrammableBlock/KOLT_ceiling_monitor_computer,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_monitor_screen3,"3","2",256,768
ButtonPanel/KOLT_ceiling_display,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_monitor_screen1,"4","3",512,683
ButtonPanel/KOLT_console_switch_stand,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_monitor_screen1,"4","3",128,683
ButtonPanel/KOLT_console_switch_stand_inv,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_monitor_screen1,"4","3",128,683
ButtonPanel/KOLT_console_switch_wall,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_monitor_screen1,"4","3",128,683
ButtonPanel/KOLT_console_switch_wall,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_monitor_screen2,"4","3",128,683
ButtonPanel/KOLT_console_switch_numpad,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,TransparentScreenArea,"13","4",128,1664
Projector/KOLT_console_holotable,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen0,"1","1",1024,1024
Projector/KOLT_console_holotable,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_monitor_screen1,"5","1",256,2560
Projector/KOLT_console_holotable,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_monitor_screen2,"4","3",128,683
Projector/KOLT_console_holotable,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_monitor_screen3,"4","3",128,683
Projector/KOLT_console_holotable,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_monitor_screen4,"5","1",256,2560
Projector/KOLT_console_holotable,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_monitor_screen5,"4","3",128,683
Projector/KOLT_console_holotable,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_monitor_screen6,"4","3",128,683
MyProgrammableBlock/KOLT_console_server,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen0,"5","3",256,854
Projector/KOLT_ceiling_holograph,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_monitor_screen1,"4","3",512,683
Projector/KOLT_ceiling_holograph,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_monitor_screen2,"4","3",512,683
ButtonPanel/KOLT_small_console_main,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT_SmallShip.sbc,ScreenArea,console_main_screen0,"2","1",512,1024
ButtonPanel/KOLT_small_console_main,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT_SmallShip.sbc,ScreenArea,console_main_screen1,"2","1",256,1024
ButtonPanel/KOLT_small_console_main,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT_SmallShip.sbc,ScreenArea,console_main_screen2,"2","1",256,1024
ButtonPanel/KOLT_small_console_main,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT_SmallShip.sbc,ScreenArea,console_main_screen3,"2","1",256,1024
ButtonPanel/KOLT_small_console_main,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT_SmallShip.sbc,ScreenArea,console_main_screen4,"2","1",256,1024
Cockpit/KOLT_small_console_main_chair,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT_SmallShip.sbc,ScreenArea,console_main_screen0,"2","1",512,1024
Cockpit/KOLT_small_console_main_chair,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT_SmallShip.sbc,ScreenArea,console_main_screen1,"2","1",256,1024
Cockpit/KOLT_small_console_main_chair,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT_SmallShip.sbc,ScreenArea,console_main_screen2,"2","1",256,1024
Cockpit/KOLT_small_console_main_chair,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT_SmallShip.sbc,ScreenArea,console_main_screen3,"2","1",256,1024
Cockpit/KOLT_small_console_main_chair,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT_SmallShip.sbc,ScreenArea,console_main_screen4,"2","1",256,1024
Cockpit/KOLT_small_console_main_cp,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT_SmallShip.sbc,ScreenArea,console_main_screen0,"2","1",512,1024
Cockpit/KOLT_small_console_main_cp,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT_SmallShip.sbc,ScreenArea,console_main_screen1,"2","1",256,1024
Cockpit/KOLT_small_console_main_cp,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT_SmallShip.sbc,ScreenArea,console_main_screen2,"2","1",256,1024
Cockpit/KOLT_small_console_main_cp,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT_SmallShip.sbc,ScreenArea,console_main_screen3,"2","1",256,1024
Cockpit/KOLT_small_console_main_cp,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT_SmallShip.sbc,ScreenArea,console_main_screen4,"2","1",256,1024
ButtonPanel/KOLT_small_console_straight,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT_SmallShip.sbc,ScreenArea,console_main_screen0,"5","2",512,1280
ButtonPanel/KOLT_small_console_straight,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT_SmallShip.sbc,ScreenArea,console_main_screen1,"2","1",256,1024
ButtonPanel/KOLT_small_console_straight,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT_SmallShip.sbc,ScreenArea,console_main_screen2,"2","1",256,1024
ButtonPanel/KOLT_small_console_straight,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT_SmallShip.sbc,ScreenArea,console_main_screen3,"2","1",256,1024
ButtonPanel/KOLT_small_console_straight,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT_SmallShip.sbc,ScreenArea,console_main_screen4,"2","1",256,1024
Cockpit/KOLT_small_console_straight_chair,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT_SmallShip.sbc,ScreenArea,console_main_screen0,"5","2",512,1280
Cockpit/KOLT_small_console_straight_chair,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT_SmallShip.sbc,ScreenArea,console_main_screen1,"2","1",256,1024
Cockpit/KOLT_small_console_straight_chair,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT_SmallShip.sbc,ScreenArea,console_main_screen2,"2","1",256,1024
Cockpit/KOLT_small_console_straight_chair,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT_SmallShip.sbc,ScreenArea,console_main_screen3,"2","1",256,1024
Cockpit/KOLT_small_console_straight_chair,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT_SmallShip.sbc,ScreenArea,console_main_screen4,"2","1",256,1024
Cockpit/KOLT_small_console_straight_cp,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT_SmallShip.sbc,ScreenArea,console_main_screen0,"5","2",512,1280
Cockpit/KOLT_small_console_straight_cp,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT_SmallShip.sbc,ScreenArea,console_main_screen1,"2","1",256,1024
Cockpit/KOLT_small_console_straight_cp,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT_SmallShip.sbc,ScreenArea,console_main_screen2,"2","1",256,1024
Cockpit/KOLT_small_console_straight_cp,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT_SmallShip.sbc,ScreenArea,console_main_screen3,"2","1",256,1024
Cockpit/KOLT_small_console_straight_cp,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT_SmallShip.sbc,ScreenArea,console_main_screen4,"2","1",256,1024
